,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2306,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,34,1984,17.5,0,0,0,6,2,0,33.3,0.34,0.11,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2,Matches
2307,Marco Silvestri\Marco-Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2308,Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19,2000,16.7,0,0,0,10,3,0,30.0,0.60,0.18,0.00,0.00,0.5,0.5,0.05,-0.5,-0.5,Matches
2309,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Cagliari,it Serie A,24,1995,30.6,11,0,0,80,29,0,36.3,2.62,0.95,0.14,0.38,12.1,12.1,0.15,-1.1,-1.1,Matches
2310,Moses Simon\Moses-Simon,ng NGA,FWMF,Nantes,fr Ligue 1,24,1995,24.2,5,0,0,43,18,0,41.9,1.78,0.74,0.12,0.28,7.0,7.0,0.16,-2.0,-2.0,Matches
2311,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,22,1997,33.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2312,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,eng Premier League,22,1997,2.7,0,0,0,1,0,0,0.0,0.37,0.00,0.00,,0.0,0.0,0.01,0.0,0.0,Matches
2313,Sarpreet Singh\Sarpreet-Singh,nz NZL,FWMF,Bayern Munich,de Bundesliga,20,1999,0.8,0,0,0,1,0,0,0.0,1.25,0.00,0.00,,0.1,0.1,0.07,-0.1,-0.1,Matches
2314,Wilfried Singo\Wilfried-Singo,ci CIV,DF,Torino,it Serie A,18,2000,0.5,0,0,0,1,0,0,0.0,2.00,0.00,0.00,,0.1,0.1,0.06,-0.1,-0.1,Matches
2315,Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,24,1995,10.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2316,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,es La Liga,30,1988,21.3,0,0,0,13,4,0,30.8,0.61,0.19,0.00,0.00,1.0,1.0,0.08,-1.0,-1.0,Matches
2317,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2318,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,21,1997,17.8,0,0,0,16,1,0,6.3,0.90,0.06,0.00,0.00,0.8,0.8,0.05,-0.8,-0.8,Matches
2319,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,29,1989,27.2,2,0,0,14,4,0,28.6,0.51,0.15,0.14,0.50,2.1,2.1,0.15,-0.1,-0.1,Matches
2320,Sambou Sissoko\Sambou-Sissoko,fr FRA,MFFW,Reims,fr Ligue 1,20,1999,0.4,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2321,Pione Sisto\Pione-Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,24,1995,9.9,2,0,0,30,15,1,50.0,3.03,1.52,0.07,0.13,1.9,1.9,0.06,+0.1,+0.1,Matches
2322,Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2323,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,de Bundesliga,24,1995,29.7,1,0,0,25,5,0,20.0,0.84,0.17,0.04,0.20,2.1,2.1,0.08,-1.1,-1.1,Matches
2324,Oliver Skipp\Oliver-Skipp,eng ENG,MFDF,Tottenham,eng Premier League,18,2000,0.9,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2325,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,35.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2326,Andreas Skov Olsen\Andreas-Skov-Olsen,dk DEN,FWMF,Bologna,it Serie A,19,1999,8.3,1,0,0,20,7,1,35.0,2.41,0.84,0.05,0.14,1.8,1.8,0.09,-0.8,-0.8,Matches
2327,Robert Skov\Robert-Skov,dk DEN,DFFW,Hoffenheim,de Bundesliga,23,1996,29.0,4,0,0,62,19,19,30.6,2.14,0.66,0.06,0.21,4.0,4.0,0.06,0.0,0.0,Matches
2328,Simon Skrabb\Simon-Skrabb,fi FIN,MFFW,Brescia,it Serie A,24,1995,2.9,0,0,0,3,1,0,33.3,1.05,0.35,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1,Matches
2329,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,24,1995,29.0,0,0,0,14,4,0,28.6,0.48,0.14,0.00,0.00,0.9,0.9,0.06,-0.9,-0.9,Matches
2330,Steven Skrzybski\Steven-Skrzybski,de GER,FWMF,Düsseldorf,de Bundesliga,26,1992,5.9,1,0,0,14,1,0,7.1,2.38,0.17,0.07,1.00,1.8,1.8,0.13,-0.8,-0.8,Matches
2331,Petar Škuletić\Petar-Skuletic,rs SRB,FW,Montpellier,fr Ligue 1,29,1990,1.2,0,0,1,4,1,0,25.0,3.40,0.85,0.00,0.00,0.9,0.2,0.05,-0.9,-0.2,Matches
2332,Islam Slimani\Islam-Slimani,dz ALG,FW,Monaco,fr Ligue 1,31,1988,14.3,9,1,1,48,19,0,39.6,3.36,1.33,0.17,0.42,10.2,9.5,0.20,-1.2,-1.5,Matches
2333,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,eng Premier League,19,2000,4.4,0,0,0,5,0,0,0.0,1.15,0.00,0.00,,0.3,0.3,0.06,-0.3,-0.3,Matches
2334,Chris Smalling\Chris-Smalling,eng ENG,DF,Roma,it Serie A,29,1989,26.5,2,0,0,17,4,0,23.5,0.64,0.15,0.12,0.50,1.8,1.8,0.10,+0.2,+0.2,Matches
2335,Dennis Smarsch\Dennis-Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,1.7,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2336,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,eng Premier League,28,1991,22.8,0,0,0,4,1,0,25.0,0.18,0.04,0.00,0.00,0.6,0.6,0.14,-0.6,-0.6,Matches
2337,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,eng Premier League,19,2000,1.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2338,Fyodor Smolov\Fyodor-Smolov,ru RUS,FW,Celta Vigo,es La Liga,29,1990,8.3,2,0,0,15,6,0,40.0,1.82,0.73,0.13,0.33,2.4,2.4,0.16,-0.4,-0.4,Matches
2339,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,eng Premier League,31,1987,16.8,5,0,0,21,10,0,47.6,1.25,0.60,0.24,0.50,2.5,2.5,0.12,+2.5,+2.5,Matches
2340,Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,eng Premier League,27,1991,2.8,1,0,0,1,1,0,100.0,0.36,0.36,1.00,1.00,0.0,0.0,0.03,+1.0,+1.0,Matches
2341,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,eng Premier League,27,1991,14.5,0,0,0,10,4,0,40.0,0.69,0.28,0.00,0.00,0.6,0.6,0.06,-0.6,-0.6,Matches
2342,Rafa Soares\Rafa-Soares,pt POR,DFMF,Eibar,es La Liga,24,1995,4.8,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2343,Lasse Sobiech\Lasse-Sobiech,de GER,DF,Köln,de Bundesliga,28,1991,1.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2344,Marcel Sobottka\Marcel-Sobottka,de GER,MF,Düsseldorf,de Bundesliga,25,1994,7.8,0,0,0,7,1,0,14.3,0.90,0.13,0.00,0.00,0.5,0.5,0.07,-0.5,-0.5,Matches
2345,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Valencia,es La Liga,27,1992,1.9,1,0,0,5,3,0,60.0,2.65,1.59,0.20,0.33,0.3,0.3,0.07,+0.7,+0.7,Matches
2346,Dominic Solanke\Dominic-Solanke,eng ENG,FWMF,Bournemouth,eng Premier League,21,1997,18.3,3,0,0,35,9,0,25.7,1.91,0.49,0.09,0.33,4.1,4.1,0.12,-1.1,-1.1,Matches
2347,Roberto Soldado\Roberto-Soldado,es ESP,FW,Granada,es La Liga,34,1985,26.1,7,1,1,33,13,2,39.4,1.27,0.50,0.18,0.46,4.6,3.8,0.12,+2.4,+2.2,Matches
2348,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,22,1997,23.0,2,0,0,18,5,0,27.8,0.78,0.22,0.11,0.40,1.5,1.5,0.08,+0.5,+0.5,Matches
2349,Oumar Solet\Oumar-Solet,fr FRA,DF,Lyon,fr Ligue 1,19,2000,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2350,Yann Sommer\Yann-Sommer,ch SUI,GK,M'gladbach,de Bundesliga,30,1988,34.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2351,Kévin Soni\Kevin-Soni,cm CMR,FW,Espanyol,es La Liga,21,1998,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2352,David Soria\David-Soria,es ESP,GK,Getafe,es La Liga,26,1993,38.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2353,Bruno Soriano\Bruno-Soriano,es ESP,MF,Villarreal,es La Liga,35,1984,2.9,0,0,0,1,1,0,100.0,0.34,0.34,0.00,0.00,0.2,0.2,0.17,-0.2,-0.2,Matches
2354,Juan Soriano\Juan-Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11.0,0,0,0,1,1,0,100.0,0.09,0.09,0.00,0.00,0.3,0.3,0.35,-0.3,-0.3,Matches
2355,Roberto Soriano\Roberto-Soriano,it ITA,MF,Bologna,it Serie A,28,1991,25.7,5,0,0,37,16,0,43.2,1.44,0.62,0.14,0.31,4.1,4.1,0.11,+0.9,+0.9,Matches
2356,Riccardo Sottil\Riccardo-Sottil,it ITA,FWDF,Fiorentina,it Serie A,20,1999,5.4,0,0,0,14,8,0,57.1,2.58,1.47,0.00,0.00,0.8,0.8,0.05,-0.8,-0.8,Matches
2357,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,eng Premier League,24,1995,11.6,3,0,0,19,7,0,36.8,1.64,0.61,0.16,0.43,2.2,2.2,0.12,+0.8,+0.8,Matches
2358,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Genoa,it Serie A,27,1992,7.1,1,0,0,2,1,0,50.0,0.28,0.14,0.50,1.00,0.6,0.6,0.31,+0.4,+0.4,Matches
2359,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,27,1992,4.6,1,0,0,4,2,0,50.0,0.87,0.43,0.25,0.50,0.9,0.9,0.21,+0.1,+0.1,Matches
2360,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,fr Ligue 1,20,1999,13.5,0,0,0,1,0,0,0.0,0.07,0.00,0.00,,0.0,0.0,0.02,0.0,0.0,Matches
2361,Bryan Soumaré\Bryan-Soumare,fr FRA,MFFW,Dijon,fr Ligue 1,20,1999,4.3,0,0,0,6,4,0,66.7,1.41,0.94,0.00,0.00,0.3,0.3,0.06,-0.3,-0.3,Matches
2362,Arnaud Souquet\Arnaud-Souquet,fr FRA,DF,Montpellier,fr Ligue 1,27,1992,22.4,2,0,0,15,4,0,26.7,0.67,0.18,0.13,0.50,0.7,0.6,0.04,+1.3,+1.4,Matches
2363,Djibril Sow\Djibril-Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,22,1997,19.4,1,0,0,21,3,0,14.3,1.08,0.15,0.05,0.33,1.4,1.4,0.07,-0.4,-0.4,Matches
2364,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,eng Premier League,23,1996,33.7,1,0,0,20,7,0,35.0,0.59,0.21,0.05,0.14,2.4,2.4,0.12,-1.4,-1.4,Matches
2365,Nikolas Špalek\Nikolas-Spalek,sk SVK,MFFW,Brescia,it Serie A,22,1997,15.9,2,0,0,20,8,0,40.0,1.26,0.50,0.10,0.25,3.8,3.8,0.19,-1.8,-1.8,Matches
2366,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Roma,it Serie A,26,1993,16.7,1,0,0,13,2,0,15.4,0.78,0.12,0.08,0.50,0.9,0.9,0.07,+0.1,+0.1,Matches
2367,Marco Sportiello\Marco-Sportiello,it ITA,GK,Atalanta,it Serie A,27,1992,4.9,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2368,Mattia Sprocati\Mattia-Sprocati,it ITA,FW,Parma,it Serie A,26,1992,6.6,1,0,0,14,6,0,42.9,2.14,0.92,0.07,0.17,1.1,1.1,0.08,-0.1,-0.1,Matches
2369,Bassem Srarfi\Bassem-Srarfi,tn TUN,FWDF,Nice,fr Ligue 1,22,1997,1.5,0,0,0,1,0,0,0.0,0.68,0.00,0.00,,0.1,0.1,0.09,-0.1,-0.1,Matches
2370,Dennis Srbeny\Dennis-Srbeny,de GER,MFFW,Norwich City,eng Premier League,25,1994,0.5,1,0,0,2,1,0,50.0,3.83,1.91,0.50,1.00,0.5,0.5,0.23,+0.5,+0.5,Matches
2371,Dennis Srbeny\Dennis-Srbeny,de GER,FWMF,Paderborn 07,de Bundesliga,25,1994,12.4,5,0,0,26,10,0,38.5,2.09,0.80,0.19,0.50,2.0,2.0,0.08,+3.0,+3.0,Matches
2372,Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,de Bundesliga,22,1996,23.5,2,0,0,13,2,0,15.4,0.55,0.09,0.15,1.00,0.8,0.8,0.06,+1.2,+1.2,Matches
2373,Jack Stacey\Jack-Stacey,eng ENG,DF,Bournemouth,eng Premier League,23,1996,17.2,0,0,0,5,2,0,40.0,0.29,0.12,0.00,0.00,0.3,0.3,0.07,-0.3,-0.3,Matches
2374,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DF,Hoffenheim,de Bundesliga,25,1993,4.4,1,0,0,4,2,0,50.0,0.90,0.45,0.25,0.50,0.1,0.1,0.02,+0.9,+0.9,Matches
2375,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DF,Schalke 04,de Bundesliga,28,1990,9.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2376,Junior Stanislas\Junior-Stanislas,eng ENG,MFDF,Bournemouth,eng Premier League,29,1989,7.9,3,1,1,16,6,3,37.5,2.02,0.76,0.13,0.33,1.6,0.9,0.05,+1.4,+1.1,Matches
2377,Niklas Stark\Niklas-Stark,de GER,DF,Hertha BSC,de Bundesliga,24,1995,19.2,1,0,0,10,2,0,20.0,0.52,0.10,0.10,0.50,0.8,0.8,0.08,+0.2,+0.2,Matches
2378,Jed Steer\Jed-Steer,eng ENG,GK,Aston Villa,eng Premier League,26,1992,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2379,Renato Steffen\Renato-Steffen,ch SUI,MFFW,Wolfsburg,de Bundesliga,27,1991,17.6,6,0,0,29,10,0,34.5,1.65,0.57,0.21,0.60,4.5,4.5,0.16,+1.5,+1.5,Matches
2380,Zack Steffen\Zack-Steffen,us USA,GK,Düsseldorf,de Bundesliga,24,1995,17.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2381,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,eng Premier League,30,1989,28.1,0,0,0,18,2,0,11.1,0.64,0.07,0.00,0.00,0.6,0.6,0.04,-0.6,-0.6,Matches
2382,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,25,1994,27.2,1,0,0,6,1,0,16.7,0.22,0.04,0.17,1.00,0.8,0.8,0.14,+0.2,+0.2,Matches
2383,Mariusz Stępiński\Mariusz-Stepinski,pl POL,FW,Hellas Verona,it Serie A,24,1995,7.8,3,0,0,15,6,0,40.0,1.91,0.76,0.20,0.50,3.3,3.3,0.22,-0.3,-0.3,Matches
2384,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,eng Premier League,24,1994,29.5,20,0,2,96,36,1,37.5,3.26,1.22,0.21,0.56,17.2,15.3,0.16,+2.8,+4.7,Matches
2385,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,29,1990,37.2,2,0,0,22,4,0,18.2,0.59,0.11,0.09,0.50,1.4,1.4,0.06,+0.6,+0.6,Matches
2386,Marco Stiepermann\Marco-Stiepermann,de GER,MF,Norwich City,eng Premier League,28,1991,13.1,0,0,0,19,5,0,26.3,1.45,0.38,0.00,0.00,1.7,1.7,0.09,-1.7,-1.7,Matches
2387,Lars Stindl\Lars-Stindl,de GER,MFFW,M'gladbach,de Bundesliga,30,1988,15.9,9,2,2,32,13,3,40.6,2.01,0.82,0.22,0.54,6.7,5.1,0.16,+2.3,+1.9,Matches
2388,Kevin Stöger\Kevin-Stoger,at AUT,MF,Düsseldorf,de Bundesliga,25,1993,14.1,0,0,0,22,6,1,27.3,1.56,0.43,0.00,0.00,0.8,0.8,0.04,-0.8,-0.8,Matches
2389,Vlatko Stojanovski\Vlatko-Stojanovski,mk MKD,FW,Nîmes,fr Ligue 1,22,1997,1.4,0,0,0,2,2,0,100.0,1.46,1.46,0.00,0.00,0.5,0.5,0.26,-0.5,-0.5,Matches
2390,John Stones\John-Stones,eng ENG,DF,Manchester City,eng Premier League,25,1994,12.5,0,0,0,6,1,0,16.7,0.48,0.08,0.00,0.00,0.6,0.6,0.11,-0.6,-0.6,Matches
2391,Thomas Strakosha\Thomas-Strakosha,al ALB,GK,Lazio,it Serie A,24,1995,36.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2392,Tobias Strobl\Tobias-Strobl,de GER,MFDF,M'gladbach,de Bundesliga,29,1990,6.8,0,0,0,1,0,0,0.0,0.15,0.00,0.00,,0.0,0.0,0.02,0.0,0.0,Matches
2393,Christian Strohdiek\Christian-Strohdiek,de GER,DF,Paderborn 07,de Bundesliga,31,1988,15.1,1,0,0,8,3,0,37.5,0.53,0.20,0.13,0.33,1.3,1.3,0.17,-0.3,-0.3,Matches
2394,Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,fr Ligue 1,29,1990,15.7,2,1,1,10,1,0,10.0,0.64,0.06,0.10,1.00,1.6,0.8,0.08,+0.4,+0.2,Matches
2395,Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DF,Udinese,it Serie A,28,1991,30.0,1,0,0,11,3,0,27.3,0.37,0.10,0.09,0.33,1.4,1.4,0.12,-0.4,-0.4,Matches
2396,Stefano Sturaro\Stefano-Sturaro,it ITA,MF,Genoa,it Serie A,26,1993,13.9,1,0,0,18,6,2,33.3,1.29,0.43,0.06,0.17,2.1,2.1,0.12,-1.1,-1.1,Matches
2397,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,31,1988,28.8,1,0,0,20,5,6,25.0,0.69,0.17,0.05,0.20,0.8,0.8,0.04,+0.2,+0.2,Matches
2398,Denis Suárez\Denis-Suarez,es ESP,MFFW,Celta Vigo,es La Liga,25,1994,18.1,1,0,1,19,9,1,47.4,1.05,0.50,0.05,0.11,2.3,1.6,0.08,-1.3,-0.6,Matches
2399,Luis Suárez\Luis-Suarez,uy URU,FW,Barcelona,es La Liga,32,1987,22.2,16,1,1,78,42,1,53.8,3.51,1.89,0.19,0.36,13.8,13.2,0.17,+2.2,+1.8,Matches
2400,Mathías Suárez\Mathias-Suarez,uy URU,DF,Montpellier,fr Ligue 1,23,1996,0.7,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2401,Neven Subotić\Neven-Subotic,rs SRB,DF,Union Berlin,de Bundesliga,30,1988,21.8,1,0,0,12,3,0,25.0,0.55,0.14,0.08,0.33,1.0,1.0,0.09,0.0,0.0,Matches
2402,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,eng Premier League,23,1996,0.8,0,0,0,1,1,0,100.0,1.29,1.29,0.00,0.00,0.1,0.1,0.08,-0.1,-0.1,Matches
2403,Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,de Bundesliga,31,1988,4.4,0,0,0,2,0,0,0.0,0.45,0.00,0.00,,0.1,0.1,0.05,-0.1,-0.1,Matches
2404,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,de Bundesliga,23,1995,7.1,0,0,0,6,1,0,16.7,0.84,0.14,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2,Matches
2405,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Mallorca,es La Liga,30,1989,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2406,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,30,1989,1.5,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2407,Stoppila Sunzu\Stoppila-Sunzu,zm ZAM,DF,Metz,fr Ligue 1,30,1989,15.0,0,0,0,5,0,0,0.0,0.33,0.00,0.00,,0.4,0.4,0.09,-0.4,-0.4,Matches
2408,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,eng Premier League,32,1986,2.6,0,0,0,1,0,0,0.0,0.38,0.00,0.00,,0.0,0.0,0.03,0.0,0.0,Matches
2409,Sam Surridge\Sam-Surridge,eng ENG,FW,Bournemouth,eng Premier League,21,1998,0.3,0,0,0,2,0,0,0.0,6.67,0.00,0.00,,0.5,0.5,0.24,-0.5,-0.5,Matches
2410,Suso\Suso,es ESP,FWMF,Sevilla,es La Liga,25,1993,8.7,1,0,0,14,7,2,50.0,1.61,0.80,0.07,0.14,0.9,0.9,0.06,+0.1,+0.1,Matches
2411,Suso\Suso,es ESP,FWMF,Milan,it Serie A,25,1993,15.1,1,0,0,31,12,2,38.7,2.05,0.79,0.03,0.08,1.3,1.3,0.04,-0.3,-0.3,Matches
2412,Bosko Sutalo\Bosko-Sutalo,hr CRO,DF,Atalanta,it Serie A,19,2000,2.6,0,0,0,1,0,0,0.0,0.38,0.00,0.00,,0.1,0.1,0.11,-0.1,-0.1,Matches
2413,Markus Suttner\Markus-Suttner,at AUT,DFMF,Düsseldorf,de Bundesliga,32,1987,14.9,0,0,0,15,1,3,6.7,1.01,0.07,0.00,0.00,0.5,0.5,0.04,-0.5,-0.5,Matches
2414,Mattias Svanberg\Mattias-Svanberg,se SWE,MF,Bologna,it Serie A,20,1999,10.6,0,0,0,33,8,1,24.2,3.12,0.76,0.00,0.00,1.7,1.7,0.05,-1.7,-1.7,Matches
2415,Issiaga Sylla\Issiaga-Sylla,gn GUI,DF,Toulouse,fr Ligue 1,25,1994,28.0,0,0,0,23,4,0,17.4,0.82,0.14,0.00,0.00,1.1,1.1,0.05,-1.1,-1.1,Matches
2416,Moussa Sylla\Moussa-Sylla,fr FRA,FW,Monaco,fr Ligue 1,19,1999,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2417,Eddy Sylvestre\Eddy-Sylvestre,fr FRA,MF,Nice,fr Ligue 1,19,1999,0.4,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2418,Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,de Bundesliga,31,1987,12.7,1,0,0,31,11,0,35.5,2.43,0.86,0.03,0.09,5.0,5.0,0.16,-4.0,-4.0,Matches
2419,Wojciech Szczęsny\Wojciech-Szczesny,pl POL,GK,Juventus,it Serie A,29,1990,28.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2420,Andrea Tabanelli\Andrea-Tabanelli,it ITA,MF,Lecce,it Serie A,29,1990,10.7,1,0,0,12,2,1,16.7,1.12,0.19,0.08,0.50,0.9,0.9,0.07,+0.1,+0.1,Matches
2421,Tachi\Tachi,es ESP,DF,Alavés,es La Liga,21,1997,2.6,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2422,Panagiotis Tachtsidis\Panagiotis-Tachtsidis,gr GRE,MF,Lecce,it Serie A,28,1991,21.5,0,0,0,26,7,0,26.9,1.21,0.33,0.00,0.00,0.8,0.8,0.03,-0.8,-0.8,Matches
2423,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,de Bundesliga,23,1996,23.2,0,0,0,5,1,0,20.0,0.22,0.04,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2,Matches
2424,Flavien Tait\Flavien-Tait,fr FRA,MFFW,Rennes,fr Ligue 1,26,1993,9.8,2,0,0,14,4,1,28.6,1.42,0.41,0.14,0.50,1.4,1.4,0.10,+0.6,+0.6,Matches
2425,Mahdi Talal\Mahdi-Talal,fr FRA,FW,Amiens,fr Ligue 1,21,1997,0.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2426,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Nice,fr Ligue 1,25,1994,5.8,1,0,0,5,1,0,20.0,0.87,0.17,0.20,1.00,0.5,0.5,0.10,+0.5,+0.5,Matches
2427,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Atalanta,it Serie A,25,1994,2.3,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2428,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,eng Premier League,20,1999,5.8,0,0,0,3,1,0,33.3,0.51,0.17,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,Matches
2429,Adil Taoui\Adil-Taoui,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.3,0,0,0,1,0,0,0.0,3.60,0.00,0.00,,0.1,0.1,0.05,-0.1,-0.1,Matches
2430,Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,20,1999,11.8,0,0,0,2,0,0,0.0,0.17,0.00,0.00,,0.1,0.1,0.03,-0.1,-0.1,Matches
2431,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,eng Premier League,23,1995,25.5,1,0,0,7,4,1,57.1,0.27,0.16,0.14,0.25,0.4,0.4,0.06,+0.6,+0.6,Matches
2432,Rodrigo Tarín\Rodrigo-Tarin,es ESP,DF,Leganés,es La Liga,23,1996,10.6,0,0,0,2,0,0,0.0,0.19,0.00,0.00,,0.3,0.3,0.13,-0.3,-0.3,Matches
2433,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,eng Premier League,26,1992,38.0,2,0,0,20,4,0,20.0,0.53,0.11,0.10,0.50,2.4,2.4,0.12,-0.4,-0.4,Matches
